"folio","entidad","munici","mened","IA","numpeho","edadjef","sexojef","añosedu","alsa"
41083,4,3,0,0,5,48,0,12,469
91731,9,12,1,1,4,44,1,12,840
220928,22,14,1,0,5,58,0,12,981
10157,1,1,1,1,3,49,0,12,340
70058,7,9,1,0,5,37,1,12,550
21688,2,4,0,0,4,55,0,12,623
220922,22,14,1,1,3,28,0,12,641
270740,27,4,0,0,5,48,0,12,150
131564,13,73,1,1,5,25,0,12,545
41436,4,4,1,1,5,31,1,12,600
241806,24,42,1,1,4,43,0,12,296
300674,30,81,0,1,3,43,0,12,863
50815,5,25,1,0,3,34,0,12,450
30071,3,1,0,1,2,58,1,12,717
291813,29,51,1,0,4,36,0,12,299
241775,24,40,1,1,5,38,0,12,41
320375,32,10,1,0,5,31,0,12,217
220611,22,12,1,0,7,44,0,12,320
30709,3,3,1,1,3,36,1,12,491
191399,19,39,0,1,3,68,0,12,1610
230198,23,2,1,1,4,33,0,12,541
261562,26,43,1,0,5,40,0,12,600
50907,5,28,1,0,4,58,0,12,822
120790,12,24,1,1,5,47,0,12,260
290546,29,13,1,1,3,23,0,12,275
271766,27,16,1,1,5,43,1,12,1585
11077,1,1,1,1,5,43,0,12,520
281885,28,38,1,0,5,39,0,12,179
71191,7,89,1,1,4,35,0,12,911
261120,26,30,1,1,5,43,0,12,562
50378,5,17,1,1,4,31,0,12,500
241792,24,42,1,1,5,38,0,12,297
220872,22,14,0,1,3,64,0,12,552
231448,23,5,0,0,1,51,1,12,201
11295,1,2,0,1,2,70,0,12,87
241660,24,37,1,0,8,58,0,12,508
230221,23,2,1,1,7,39,0,12,990
170960,17,11,1,0,10,56,0,12,1046
111026,11,20,1,1,3,20,1,12,347
220860,22,14,1,0,3,35,1,12,695
190356,19,17,1,1,2,50,1,12,260
250367,25,4,1,1,5,37,0,12,287
231000,23,5,1,1,4,46,1,12,885
230669,23,4,1,1,4,38,0,12,375
61391,6,9,1,1,4,35,0,12,902
231076,23,5,1,1,5,45,0,12,1970
192160,19,48,0,1,3,44,0,12,361
131547,13,72,1,1,3,41,0,12,552
181579,18,17,1,1,4,54,0,12,574
71383,7,101,0,1,3,45,1,12,599
51606,5,35,1,1,4,46,1,12,630
230329,23,4,1,1,7,65,0,12,710
260904,26,30,0,1,2,53,0,12,716
230608,23,4,1,1,6,46,0,12,875
281211,28,27,1,1,5,42,0,12,880
60672,6,5,1,0,3,42,0,12,266
191055,19,31,0,0,2,37,0,12,410
91521,9,11,1,1,3,38,0,12,288
171149,17,12,0,0,3,61,1,12,348
120231,12,1,1,1,3,29,0,12,421
291537,29,37,1,0,4,40,1,12,426
130350,13,16,1,1,4,39,0,12,246
240050,24,1,1,1,3,43,1,12,350
230185,23,2,1,0,6,41,0,12,1112
130374,13,16,1,0,4,29,1,12,476
230244,23,2,1,1,4,55,0,12,433
10451,1,1,0,1,1,65,0,12,33
270916,27,5,0,1,2,21,0,12,268
210197,21,19,1,0,4,40,0,12,576
50796,5,25,1,1,3,27,0,12,400
291088,29,31,1,1,3,39,0,12,388
171880,17,30,1,1,5,43,0,12,990
20789,2,2,1,0,3,25,0,12,610
321452,32,42,1,1,3,27,1,12,104
190503,19,21,1,1,5,39,0,12,470
220774,22,14,1,0,6,50,0,12,1192
31670,3,8,1,1,5,39,0,12,717
291013,29,28,1,1,4,45,0,12,440
60240,6,2,1,0,6,24,0,12,846
281516,28,32,1,1,4,34,0,12,362
80019,8,2,1,1,5,39,1,12,119
11759,1,7,1,0,3,40,0,12,350
51119,5,30,0,0,2,24,0,12,78
41043,4,3,1,0,5,37,1,12,440
171252,17,16,1,1,6,39,0,12,602
150793,15,39,0,1,4,43,1,12,308
271607,27,13,1,1,4,36,0,12,76
120701,12,21,1,1,4,50,0,12,419
50340,5,14,1,0,4,35,0,12,451
82054,8,52,0,1,1,39,0,12,25
92228,9,17,1,1,4,46,1,12,1086
100502,10,5,1,0,3,50,1,12,298
211118,21,114,0,0,1,62,0,12,465
221041,22,14,0,0,2,44,0,12,791
100988,10,7,0,0,1,31,0,12,255
232031,23,8,1,0,7,23,0,12,850
11707,1,6,1,0,5,40,0,12,248
241679,24,37,1,0,4,27,0,12,300
201827,20,551,1,0,4,24,0,12,270
170137,17,4,1,1,4,34,0,12,444
131467,13,70,1,1,4,42,0,12,622
160186,16,32,1,0,4,35,0,12,802
10203,1,1,0,0,5,59,0,12,550
270346,27,3,1,1,4,30,0,12,194
261468,26,42,1,1,4,51,0,12,345
251255,25,12,0,1,2,59,0,12,315
271188,27,8,1,0,4,34,0,12,151
241769,24,40,1,1,3,52,0,12,348
231695,23,6,1,0,3,30,0,12,129
291935,29,60,1,0,4,45,0,12,725
110036,11,1,1,1,4,53,0,12,430
230293,23,3,0,1,3,45,1,12,282
230657,23,4,1,1,9,59,0,12,395
220721,22,14,1,0,4,43,0,12,923
231215,23,5,1,0,8,53,0,12,2510
171702,17,26,1,1,3,23,0,12,490
21057,2,2,1,0,6,61,0,12,222
32193,3,8,0,0,2,36,0,12,1150
110730,11,18,1,1,4,43,0,12,505
210076,21,10,1,1,2,31,1,12,570
320331,32,10,1,1,3,23,0,12,700
161278,16,88,1,0,4,29,1,12,751
301830,30,193,1,1,4,55,0,12,809
191084,19,31,1,1,4,30,1,12,335
20805,2,2,1,0,4,42,0,12,650
151585,15,90,1,1,7,32,0,12,380
141414,14,98,1,1,5,62,0,12,741
251123,25,11,0,1,2,51,0,12,519
311459,31,64,0,1,1,31,0,12,407
190271,19,9,1,0,4,33,1,12,504
101051,10,7,1,1,4,32,0,12,348
150669,15,36,0,1,4,49,0,12,477
231487,23,5,1,1,4,37,0,12,508
70874,7,65,1,1,5,32,0,12,100
50799,5,25,1,1,4,34,0,12,465
51466,5,32,1,0,4,48,0,12,347
231503,23,5,0,0,1,31,0,12,470
50391,5,17,1,1,5,30,0,12,301
180042,18,2,1,0,3,29,0,12,970
300188,30,38,1,0,3,38,1,12,154
220400,22,9,1,1,5,35,0,12,680
60091,6,1,1,0,6,60,0,12,570
180476,18,10,0,1,3,59,0,12,367
270095,27,2,1,1,3,51,1,12,1040
30048,3,1,1,0,6,37,0,12,705
230050,23,1,0,0,2,47,0,12,910
181311,18,17,1,1,6,39,0,12,1110
241331,24,28,1,0,5,33,0,12,370
231235,23,5,1,1,4,35,0,12,845
230725,23,5,1,1,3,25,0,12,800
150962,15,56,1,1,6,48,0,12,498
230042,23,1,0,0,2,45,0,12,800
311277,31,50,1,1,5,42,0,12,680
201171,20,294,1,0,5,37,0,12,1200
150992,15,57,0,0,1,39,0,12,101
200770,20,137,1,0,4,22,0,12,345
191342,19,39,1,0,4,31,0,12,762
161167,16,82,1,1,5,31,0,12,732
81452,8,37,1,1,7,48,1,12,611
80246,8,17,1,1,4,41,0,12,500
120395,12,1,1,1,4,25,0,12,114
131579,13,73,0,1,2,32,0,12,101
271731,27,15,1,1,5,41,0,12,430
171954,17,30,0,0,2,29,0,12,290
290467,29,13,1,0,6,46,0,12,650
230915,23,5,1,1,4,46,0,12,780
50622,5,20,1,1,5,36,0,12,191
220932,22,14,1,1,5,31,0,12,362
71492,7,101,1,0,3,40,1,12,730
150477,15,33,1,1,4,51,0,12,309
230022,23,1,1,0,5,35,1,12,640
240675,24,25,1,1,7,44,1,12,952
171416,17,18,1,1,6,37,1,12,810
200941,20,184,1,0,5,33,0,12,416
260802,26,30,0,1,2,37,0,12,660
221144,22,14,0,1,4,55,0,12,714
20938,2,2,0,1,5,46,0,12,785
220596,22,12,1,1,4,41,0,12,800
321725,32,54,1,1,3,26,0,12,365
111761,11,39,1,1,3,31,0,12,700
70550,7,40,1,1,4,31,0,12,300
171715,17,26,1,0,4,37,0,12,750
231693,23,6,1,1,5,40,0,12,663
201356,20,380,1,0,4,42,0,12,490
90856,9,7,1,0,6,44,0,12,342
281579,28,32,1,1,3,24,0,12,616
221162,22,14,1,0,5,38,0,12,602
221880,22,18,1,1,4,35,0,12,591
101266,10,12,1,1,4,25,0,12,337
20522,2,2,0,1,2,75,0,12,727
221868,22,18,1,1,3,34,0,12,520
221867,22,18,1,1,3,25,0,12,265
111182,11,20,1,1,6,38,0,12,618
70677,7,52,1,0,11,41,0,12,755
301640,30,189,1,1,4,53,0,12,259
111524,11,31,1,1,2,24,1,12,135
221176,22,14,1,0,6,47,0,12,1260
231186,23,5,1,1,4,34,0,12,223
141870,14,120,1,1,3,32,0,12,504
321111,32,38,1,1,3,39,0,12,440
120991,12,29,1,1,3,33,1,12,454
80024,8,2,0,0,2,50,0,12,400
261915,26,55,1,1,7,21,0,12,1565
41243,4,3,1,0,7,33,0,12,866
50780,5,25,1,1,6,32,0,12,820
280450,28,12,0,0,1,53,1,12,639
61649,6,10,0,1,2,64,1,12,1480
251152,25,11,1,0,4,37,1,12,511
232004,23,8,1,1,6,28,0,12,750
121474,12,55,1,1,3,19,0,12,597
110728,11,18,1,1,5,42,1,12,645
10960,1,1,1,1,5,34,1,12,253
110518,11,14,0,1,2,68,0,12,290
270319,27,3,1,1,2,42,1,12,461
11472,1,4,1,0,3,46,0,12,710
10805,1,1,1,0,5,40,1,12,576
31440,3,8,0,0,2,61,0,12,956
280920,28,25,0,1,4,42,1,12,421
240953,24,28,0,0,4,50,0,12,502
231986,23,8,1,0,5,32,0,12,905
320596,32,17,1,1,5,35,1,12,480
101071,10,8,1,0,3,43,0,12,304
31347,3,3,1,1,5,49,0,12,572
211749,21,164,1,1,4,30,0,12,578
311120,31,50,1,1,7,47,0,12,399
171579,17,23,1,1,4,39,0,12,294
140756,14,50,1,0,3,26,0,12,582
220775,22,14,1,1,4,43,0,12,1270
300341,30,46,1,1,3,28,0,12,262
321843,32,57,1,1,4,36,0,12,800
290336,29,10,1,1,3,21,0,12,205
232095,23,8,1,1,3,44,0,12,0
190814,19,26,1,1,7,52,0,12,487
290524,29,13,1,0,3,37,1,12,470
221246,22,14,1,1,3,28,0,12,700
41171,4,3,1,0,7,46,0,12,452
60464,6,2,1,1,7,48,0,12,470
21790,2,4,1,1,7,50,0,12,575
290992,29,25,1,1,3,33,0,12,870
130831,13,48,0,0,2,23,0,12,480
311828,31,102,0,0,2,28,0,12,1145
270479,27,4,0,1,2,43,0,12,616
171240,17,16,1,1,8,52,0,12,612
32217,3,8,1,1,5,26,0,12,813
221254,22,14,1,0,5,34,1,12,400
31715,3,8,1,0,3,27,0,12,735
31556,3,8,1,0,4,46,1,12,1278
311272,31,50,1,1,6,28,1,12,572
231159,23,5,0,1,2,46,1,12,0
91311,9,9,1,0,5,44,0,12,486
190069,19,6,0,0,2,36,0,12,428
71730,7,108,1,1,6,63,0,12,662
230902,23,5,1,1,3,38,1,12,550
230753,23,5,1,0,5,54,0,12,1499
221795,22,18,1,0,4,48,0,12,983
51186,5,30,0,0,2,30,0,12,177
41887,4,10,1,1,3,51,0,12,572
200512,20,72,1,0,4,27,1,12,218
151573,15,90,1,0,5,32,0,12,315
61239,6,9,1,1,5,32,0,12,580
241393,24,28,1,0,3,20,0,12,230
190281,19,9,1,0,5,31,1,12,850
251622,25,13,0,1,3,43,0,12,103
220014,22,1,1,1,3,23,0,12,260
111439,11,28,1,1,3,27,0,12,225
150897,15,45,0,0,1,55,0,12,222
230523,23,4,1,0,5,47,0,12,370
180330,18,7,1,0,3,22,0,12,232
200352,20,58,0,1,2,58,0,12,177
261757,26,47,1,0,5,63,0,12,995
290757,29,18,1,1,6,51,0,12,722
230942,23,5,0,1,1,68,1,12,232
230172,23,2,1,0,7,41,0,12,1090
281272,28,29,0,0,2,52,0,12,400
10981,1,1,1,1,3,38,0,12,645
230513,23,4,0,0,5,45,1,12,560
230892,23,5,0,0,5,46,0,12,838
270897,27,5,1,1,5,44,0,12,481
221781,22,18,1,0,5,38,0,12,686
271613,27,13,1,1,3,28,0,12,82
230777,23,5,1,0,4,31,1,12,666
221333,22,14,1,1,6,39,0,12,620
281624,28,33,1,1,3,51,0,12,664
221334,22,14,1,0,3,47,0,12,775
241718,24,37,1,1,3,44,1,12,402
320727,32,19,1,0,6,46,0,12,267
31474,3,8,0,0,2,22,0,12,852
80272,8,17,1,1,4,34,0,12,310
230781,23,5,1,1,8,56,1,12,560
161897,16,112,1,1,3,32,0,12,180
90488,9,5,1,1,6,57,1,12,1271
120340,12,1,1,1,6,28,1,12,164
261942,26,56,1,0,4,28,0,12,300
291116,29,31,1,1,3,37,1,12,387
231120,23,5,1,1,4,32,0,12,348
111396,11,28,1,1,4,47,0,12,829
190273,19,9,1,0,3,22,0,12,415
41876,4,10,1,1,5,28,0,12,150
320296,32,10,1,1,6,39,0,12,71
270882,27,5,1,0,5,28,0,12,852
221752,22,17,1,1,3,39,0,12,829
221364,22,14,1,1,2,36,1,12,250
250357,25,2,0,1,3,49,0,12,557
232152,23,9,1,1,5,36,0,12,235
151522,15,90,1,0,5,50,0,12,1048
231923,23,8,1,1,2,44,1,12,708
41871,4,10,1,1,5,32,0,12,180
310454,31,43,0,0,1,39,0,12,366
221397,22,14,1,0,8,36,0,12,635
221732,22,17,1,1,3,23,1,12,0
231920,23,8,1,0,4,38,0,12,695
81538,8,37,1,1,4,31,0,12,253
311217,31,50,1,1,4,40,0,12,783
231510,23,5,1,0,5,28,0,12,1037
231167,23,5,0,0,2,47,0,12,801
290689,29,15,0,1,4,32,0,12,391
40439,4,2,0,1,4,70,0,12,275
131540,13,72,1,1,6,43,0,12,910
220743,22,14,0,0,6,60,0,12,1155
130700,13,40,1,1,3,27,0,12,506
230079,23,1,1,0,3,37,1,12,671
311321,31,56,1,0,3,45,0,12,820
50700,5,25,0,0,3,81,0,12,672
230796,23,5,1,1,4,42,0,12,787
321187,32,38,1,1,6,30,0,12,255
131376,13,63,1,0,4,30,0,12,413
92284,9,17,1,1,6,50,0,12,1540
281370,28,32,1,1,5,43,0,12,700
101670,10,30,1,1,3,47,1,12,216
251352,25,12,1,1,3,44,1,12,440
210185,21,19,0,1,3,58,0,12,671
90303,9,5,0,1,4,44,1,12,630
11191,1,1,1,1,6,45,0,12,680
201227,20,307,1,1,5,31,0,12,1145
231488,23,5,1,1,4,32,0,12,823
40777,4,3,1,0,4,33,0,12,460
211290,21,114,1,0,4,43,0,12,451
231899,23,8,1,0,4,25,0,12,538
41075,4,3,1,1,3,25,0,12,815
142168,14,123,1,1,6,55,0,12,655
51359,5,30,1,0,5,42,1,12,585
40349,4,2,0,1,4,47,0,12,860
51278,5,30,1,1,5,36,0,12,437
231773,23,7,1,0,3,23,1,12,300
260627,26,26,1,1,6,38,0,12,280
11479,1,4,1,0,5,37,0,12,670
221413,22,14,1,1,4,43,0,12,815
221676,22,16,1,0,3,43,0,12,276
11565,1,5,1,0,7,38,0,12,947
260937,26,30,1,0,6,48,0,12,450
231891,23,8,1,0,5,30,0,12,1265
240261,24,13,1,1,5,34,0,12,477
121627,12,62,1,1,3,21,0,12,60
171648,17,24,1,1,5,44,1,12,527
40669,4,2,1,0,4,33,0,12,641
221163,22,14,1,1,4,52,0,12,501
40276,4,2,1,0,3,44,1,12,719
230860,23,5,1,0,4,62,0,12,664
80937,8,27,0,0,3,58,0,12,527
201524,20,413,0,1,4,49,0,12,851
171347,17,18,1,1,4,38,0,12,680
120561,12,11,0,1,2,47,0,12,570
130096,13,3,0,1,1,49,0,12,540
30245,3,1,1,1,4,34,0,12,405
110277,11,7,1,1,6,41,0,12,650
231398,23,5,1,1,4,41,0,12,680
210617,21,76,1,1,3,51,0,12,418
232065,23,8,1,0,3,43,0,12,304
161347,16,88,1,0,3,41,0,12,230
80038,8,2,1,1,5,39,0,12,453
301688,30,192,0,1,1,31,1,12,125
190784,19,26,1,0,4,33,1,12,635
230810,23,5,0,0,3,37,1,12,503
241797,24,42,0,1,4,44,0,12,259
221447,22,14,1,1,5,47,0,12,1095
221448,22,14,1,1,5,36,0,12,578
260753,26,30,0,0,3,69,0,12,950
131383,13,63,1,0,5,36,0,12,900
231146,23,5,1,1,4,44,1,12,450
170499,17,7,0,0,4,59,0,12,455
300499,30,57,1,0,3,24,0,12,79
241888,24,49,1,1,5,35,0,12,835
211434,21,132,1,1,7,45,0,12,520
190841,19,26,0,0,2,84,0,12,880
190051,19,6,1,1,4,42,0,12,725
230819,23,5,0,0,3,48,1,12,870
40487,4,2,0,1,2,48,0,12,512
92181,9,16,0,1,3,65,0,12,658
231814,23,7,1,1,4,52,0,12,517
92020,9,15,1,1,5,38,0,12,850
51750,5,35,1,0,5,40,0,12,234
311233,31,50,0,0,2,22,0,12,520
270869,27,5,0,0,3,61,0,12,0
130015,13,2,1,1,7,30,0,12,92
91868,9,13,1,1,10,35,0,12,1110
30086,3,1,1,1,3,39,0,12,1060
50569,5,20,1,1,5,39,0,12,428
90897,9,7,0,1,4,54,0,12,670
190613,19,21,1,1,4,25,0,12,385
60831,6,7,0,1,1,63,0,12,355
281495,28,32,1,0,4,37,0,12,343
30435,3,2,1,1,4,35,0,12,729
140919,14,64,1,1,3,49,1,12,347
221490,22,16,1,1,5,23,0,12,772
152092,15,109,0,1,4,52,0,12,1192
70845,7,65,1,1,6,30,0,12,610
282176,28,41,1,0,3,27,0,12,404
50790,5,25,1,1,4,33,0,12,529
281540,28,32,1,1,3,36,1,12,673
310147,31,21,1,1,7,42,0,12,842
260810,26,30,1,1,5,33,1,12,463
231442,23,5,1,1,6,42,0,12,303
60338,6,2,1,1,3,53,0,12,7863
130654,13,32,1,0,6,31,0,12,94
221503,22,16,1,1,3,44,0,12,301
150117,15,19,1,1,6,31,0,12,530
20108,2,1,1,0,4,38,0,12,676
10295,1,1,1,0,3,48,0,12,424
211519,21,142,1,1,5,36,0,12,369
50286,5,10,1,1,3,28,0,12,1350
230019,23,1,1,1,2,47,1,12,705
221519,22,16,1,1,4,20,0,12,393
282014,28,39,1,1,3,33,0,12,459
311332,31,56,0,1,2,37,0,12,555
221522,22,16,1,1,4,24,1,12,820
191549,19,39,1,0,4,45,0,12,810
11825,1,9,1,0,6,35,0,12,90
30279,3,1,1,1,6,37,0,12,555
110561,11,15,1,0,5,57,0,12,500
151541,15,90,1,0,7,36,0,12,237
40105,4,1,0,1,1,20,1,12,70
11958,1,11,1,0,4,32,0,12,633
141356,14,98,1,1,11,47,1,12,1600
291297,29,33,0,0,2,50,1,12,697
70928,7,73,1,1,4,42,0,12,253
61456,6,9,1,0,5,51,0,12,360
51467,5,32,1,0,3,22,0,12,470
241033,24,28,1,0,3,50,0,12,445
60143,6,1,1,0,4,19,0,12,750
211095,21,114,1,0,4,20,0,12,1360
82119,8,55,1,0,7,37,1,12,241
141595,14,101,1,0,3,34,0,12,595
242010,24,53,0,1,1,49,1,12,15
241827,24,43,1,1,3,26,1,12,125
130579,13,29,0,0,1,50,1,12,265
211124,21,114,1,0,5,30,0,12,725
110097,11,3,1,0,3,21,0,12,250
320181,32,10,0,0,3,73,0,12,272
50922,5,28,0,0,3,46,1,12,615
282058,28,40,1,0,4,38,0,12,649
261907,26,55,1,1,5,51,0,12,1330
32118,3,8,1,1,4,29,0,12,1230
230858,23,5,1,0,3,24,0,12,720
11864,1,10,1,1,7,40,0,12,810
281674,28,33,1,1,5,28,0,12,680
22093,2,4,1,0,4,31,0,12,1004
101419,10,16,1,1,5,46,0,12,402
210965,21,114,1,1,4,39,0,12,0
241345,24,28,1,1,5,37,0,12,652
31796,3,8,1,0,4,27,0,12,250
160546,16,53,1,1,3,32,0,12,712
190986,19,29,1,1,6,33,0,12,351
211179,21,114,1,0,4,45,1,12,970
281838,28,38,1,1,5,25,0,12,352
240970,24,28,0,0,2,45,0,12,443
240969,24,28,1,1,4,33,0,12,450
191547,19,39,0,0,2,62,0,12,615
150551,15,33,0,0,2,64,0,12,178
161575,16,104,1,0,5,46,0,12,472
192142,19,48,1,1,5,33,0,12,596
100378,10,5,1,0,4,49,0,12,605
40766,4,2,0,1,2,69,0,12,178
190975,19,29,1,1,4,40,0,12,361
281433,28,32,0,1,1,29,1,12,328
211230,21,114,0,1,2,55,0,12,585
230496,23,4,0,1,3,49,0,12,602
210915,21,114,0,1,2,56,0,12,484
311114,31,50,1,1,5,42,1,12,247
160389,16,45,1,1,5,27,0,12,730
231473,23,5,1,1,5,30,0,12,1250
210326,21,41,0,0,3,57,0,12,310
240599,24,24,1,0,4,36,0,12,709
211263,21,114,1,1,7,54,0,12,885
171836,17,29,1,1,6,43,0,12,90
130988,13,50,1,1,5,49,0,12,563
51087,5,30,0,0,3,40,0,12,1095
60123,6,1,0,1,5,47,0,12,1070
240601,24,24,1,0,6,42,0,12,720
231288,23,5,1,0,4,40,0,12,1485
190025,19,4,1,0,4,36,0,12,753
41786,4,9,1,1,3,35,0,12,535
221032,22,14,0,1,4,50,0,12,810
311014,31,50,1,0,3,38,1,12,619
191794,19,44,1,0,4,35,0,12,664
111372,11,27,1,1,9,46,0,12,1330
192060,19,46,0,0,4,60,0,12,446
270029,27,1,0,1,1,22,0,12,0
301978,30,211,1,1,4,35,0,12,397
211314,21,118,1,0,4,79,0,12,422
241672,24,37,1,1,3,41,1,12,273
221344,22,14,1,1,5,35,0,12,592
131084,13,51,0,0,2,43,0,12,235
11691,1,6,1,0,3,21,1,12,568
270795,27,4,1,0,5,38,0,12,213
152012,15,106,1,1,13,49,0,12,870
301367,30,144,1,1,4,24,0,12,600
321838,32,57,1,0,6,33,0,12,553
211361,21,119,0,0,3,82,1,12,627
291540,29,39,1,1,6,40,0,12,275
40072,4,1,1,1,4,37,0,12,50
311261,31,50,1,1,5,32,0,12,554
211439,21,132,0,1,2,47,0,12,412
310228,31,33,1,1,3,27,0,12,454
221497,22,16,1,0,3,25,0,12,860
231769,23,6,1,0,6,44,1,12,818
101308,10,12,1,1,3,39,1,12,1205
131549,13,72,1,1,5,39,0,12,680
190126,19,6,1,0,4,38,0,12,560
260369,26,18,1,1,4,39,1,12,640
10872,1,1,1,0,2,23,0,12,320
31773,3,8,1,1,2,21,1,12,500
150654,15,33,0,1,6,52,0,12,920
240815,24,28,1,1,6,56,0,12,980
180253,18,4,1,1,4,32,1,12,610
150925,15,51,1,1,4,31,0,12,600
131701,13,77,1,1,5,56,0,12,425
170568,17,7,1,1,5,28,0,12,640
171909,17,30,1,1,4,43,0,12,249
192229,19,48,1,0,5,38,0,12,1270
152111,15,109,0,1,5,49,0,12,630
81836,8,37,0,0,2,51,1,12,451
100105,10,4,1,1,3,27,0,12,266
40975,4,3,1,0,6,28,0,12,1838
61911,6,10,1,1,5,47,0,12,640
81567,8,37,1,1,4,38,1,12,560
91539,9,11,1,0,4,51,0,12,289
240771,24,28,1,0,5,38,0,12,925
30887,3,3,1,1,4,51,0,12,953
230321,23,4,0,0,4,50,0,12,0
101751,10,38,1,1,4,24,0,12,526
261910,26,55,1,1,8,36,0,12,2446
20974,2,2,0,0,3,51,0,12,385
40323,4,2,1,0,4,37,0,12,410
180588,18,12,1,1,4,65,0,12,459
22197,2,4,1,0,7,50,0,12,1223
90517,9,5,0,1,2,53,1,12,410
241189,24,28,0,0,2,27,0,12,330
71251,7,96,1,1,4,25,0,12,395
70002,7,6,1,0,6,27,0,12,326
10593,1,1,1,1,6,32,1,12,384
120053,12,1,0,1,2,53,0,12,525
161727,16,110,0,1,1,82,0,12,768
231164,23,5,1,0,4,42,0,12,1450
250221,25,1,1,1,5,34,0,12,480
241194,24,28,1,0,4,37,0,12,484
51793,5,35,1,0,6,24,0,12,230
200486,20,68,1,1,4,39,0,12,1350
251289,25,12,1,1,3,43,0,12,402
110614,11,17,1,1,5,40,0,12,594
290150,29,5,1,1,3,46,0,12,107
152008,15,106,1,1,6,40,0,12,474
212015,21,208,1,0,4,27,0,12,852
310973,31,50,0,0,2,26,0,12,966
90232,9,4,1,1,4,38,0,12,950
140588,14,39,1,0,4,37,0,12,374
261238,26,30,1,0,4,43,1,12,500
140853,14,53,0,1,2,31,0,12,1140
211743,21,164,1,1,5,42,0,12,557
160778,16,55,1,1,3,25,0,12,450
271202,27,8,1,1,4,32,0,12,540
171031,17,11,0,0,4,44,0,12,660
210251,21,35,1,1,2,28,1,12,564
300864,30,101,0,0,2,62,1,12,500
101448,10,16,1,1,8,63,0,12,535
270650,27,4,0,1,2,30,0,12,670
22360,2,4,1,0,5,42,0,12,1195
221481,22,14,0,1,2,60,0,12,785
241705,24,37,1,1,4,51,1,12,437
321775,32,56,0,0,2,24,0,12,475
191952,19,46,1,1,4,42,0,12,800
211597,21,156,0,1,2,30,1,12,320
131010,13,50,1,0,5,48,1,12,530
310047,31,4,1,1,4,35,0,12,589
150894,15,45,1,1,3,37,0,12,390
140268,14,37,1,0,6,44,0,12,915
231977,23,8,0,1,2,50,0,12,910
110159,11,4,1,1,4,75,0,12,1194
250800,25,6,1,1,4,38,0,12,343
150756,15,39,1,0,5,46,0,12,287
180863,18,15,1,1,4,33,0,12,296
151180,15,58,1,0,5,48,0,12,606
261243,26,30,0,1,3,45,1,12,636
221672,22,16,1,1,3,30,0,12,339
190312,19,10,1,0,7,36,0,12,1170
170845,17,8,0,0,2,20,0,12,240
251178,25,11,1,1,5,38,0,12,562
131699,13,77,0,1,1,21,0,12,75
210695,21,85,1,1,5,40,1,12,480
220328,22,8,1,0,5,33,0,12,535
320238,32,10,1,1,4,46,1,12,524
131580,13,73,0,1,2,44,0,12,388
151673,15,94,1,1,4,34,0,12,760
271023,27,6,1,0,4,47,1,12,744
271376,27,11,0,1,2,57,0,12,970
90399,9,5,0,0,1,43,1,12,350
301598,30,186,0,0,1,74,0,12,62
10883,1,1,1,0,5,48,0,12,692
271116,27,8,1,1,3,36,0,12,716
320994,32,35,1,0,6,45,0,12,160
211152,21,114,1,0,3,51,0,12,871
270891,27,5,0,1,4,35,0,12,565
290819,29,21,1,0,3,57,0,12,178
210663,21,82,0,1,2,40,0,12,192
120936,12,29,1,1,4,56,0,12,370
11451,1,4,1,1,5,35,0,12,340
41899,4,10,1,1,3,39,0,12,622
241627,24,37,1,1,5,35,0,12,715
210929,21,114,1,1,7,44,0,12,976
141248,14,97,0,1,2,63,0,12,522
110865,11,20,0,0,2,46,0,12,150
310328,31,36,0,0,2,50,0,12,1584
61207,6,9,1,1,4,36,1,12,1045
220984,22,14,0,0,3,53,0,12,430
111705,11,37,1,1,9,41,0,12,990
241180,24,28,1,0,4,38,0,12,0
212007,21,208,1,1,4,28,0,12,322
40984,4,3,0,1,2,49,0,12,637
200672,20,123,1,0,4,32,0,12,353
11842,1,10,1,1,4,45,0,12,615
241237,24,28,1,1,7,39,1,12,850
100929,10,7,0,0,4,63,0,12,2960
280435,28,12,0,1,2,48,0,12,565
241245,24,28,1,1,5,33,0,12,709
100298,10,5,1,0,5,37,0,12,315
30643,3,3,0,1,3,57,1,12,267
310186,31,27,1,1,5,33,0,12,390
220460,22,11,1,0,4,39,0,12,1920
280512,28,12,0,0,3,66,0,12,107
152336,15,122,1,1,4,22,0,12,227
181305,18,17,1,0,6,39,0,12,707
192285,19,49,0,1,2,55,0,12,424
21965,2,4,1,1,4,34,0,12,826
140798,14,53,1,1,5,56,1,12,389
101760,10,38,1,1,7,38,0,12,200
240600,24,24,1,1,2,19,1,12,322
261091,26,30,1,0,3,51,1,12,798
282070,28,41,1,0,6,46,0,12,565
281187,28,27,1,1,5,35,0,12,397
11071,1,1,1,1,7,55,0,12,593
111035,11,20,1,1,8,44,0,12,687
161022,16,71,1,1,5,55,0,12,539
281533,28,32,1,1,4,37,1,12,503
101491,10,21,1,1,3,32,1,12,720
310677,31,50,0,1,3,49,0,12,1500
11212,1,1,1,1,8,47,0,12,564
150317,15,29,1,1,3,50,0,12,589
240587,24,24,1,1,5,33,0,12,369
211771,21,177,1,1,4,38,1,12,744
71342,7,97,1,1,5,36,0,12,701
110569,11,15,1,0,5,28,0,12,357
81776,8,37,0,0,2,34,0,12,720
