"nse5f","area","numpeho","refin","edadjef","sexojef","añosedu","IA","ln_als","ln_alns"
2,0,4,0,32,0,12,0,6.86693328446188,4.60517018598809
1,1,3,0,43,0,12,1,6.5510803350434,5.57215403217776
4,0,4,0,32,0,12,1,7.28961052145117,4.98360662170834
4,1,4,0,28,0,12,0,6.17378610390194,6.10924758276437
4,0,4,1,45,0,12,1,4.0943445622221,NA
3,0,2,0,47,1,12,1,6.40357419793482,3.66356164612965
1,0,5,1,48,0,12,0,7.22402480828583,4.45434729625351
2,1,6,1,44,0,12,1,6.42648845745769,3.55534806148941
2,1,5,0,38,0,12,1,6.02344759296103,3.93182563272433
4,0,4,1,32,0,12,1,6.42971947803914,2.99573227355399
4,0,7,0,52,0,12,1,6.54534966033442,3.09104245335832
2,0,2,0,44,0,12,1,6.04500531403601,5.51342874616498
4,0,5,1,48,1,12,1,6.38856140554563,3.87120101090789
2,0,6,0,40,1,12,1,6.46769872610435,2.99573227355399
2,1,5,1,26,1,12,1,5.99396142730657,NA
1,0,2,1,25,0,12,1,6.55819780281227,NA
2,1,4,1,32,0,12,1,6.4150969591716,4.78749174278205
3,0,5,0,43,1,12,0,6.2709884318583,4.58496747867057
2,1,7,1,38,0,12,1,5.78382518232974,NA
3,0,4,0,33,0,12,1,6.55961523749324,NA
4,0,2,0,40,0,12,1,6.98007594056176,3.80666248977032
2,1,3,0,35,0,12,1,5.94017125272043,NA
4,0,4,1,48,1,12,1,7.20785987143248,3.91202300542815
3,1,3,0,72,0,12,0,6.46458830368996,2.70805020110221
2,1,2,0,25,1,12,1,6.4393503711001,NA
3,0,4,0,42,1,12,0,7.02464903045364,4.65396035015752
2,0,5,1,29,0,12,1,6.56103066589657,3.2188758248682
5,0,2,0,39,0,12,1,6.50727771238501,NA
2,0,8,1,43,0,12,1,6.41345895716736,NA
1,1,5,0,47,0,12,1,6.30078579466324,NA
4,0,3,0,49,0,12,1,6.5191472879404,3.40119738166216
5,0,9,0,57,0,12,0,7.15851399732932,4.27666611901606
4,1,4,0,41,0,12,0,6.83087423464618,5.37063802812766
3,1,2,0,NA,NA,12,0,5.47646355193151,NA
5,1,4,0,58,0,12,1,5.99396142730657,3.8286413964891
2,0,4,0,23,0,12,0,6.69084227741856,4.9416424226093
3,0,1,0,NA,NA,12,0,4.85981240436167,5.7037824746562
2,0,6,0,32,0,12,1,6.16331480403464,NA
2,0,3,0,57,0,12,1,5.88887795833288,3.80666248977032
2,0,4,1,40,0,12,1,5.36597601502185,NA
3,0,4,0,65,0,12,1,6.47697236288968,3.40119738166216
1,1,4,0,47,0,12,1,5.92958914338989,NA
4,0,5,0,45,0,12,1,6.12905021006055,3.58351893845611
3,0,5,0,28,0,12,0,5.73657229747919,2.30258509299405
1,0,5,1,NA,NA,12,1,6.5424719605068,5.56068163101553
2,1,2,0,64,0,12,0,6.14846829591765,2.484906649788
3,1,6,0,30,0,12,1,6.880384082186,NA
4,0,3,0,32,0,12,0,6.18826412308259,4.78749174278205
2,0,4,0,49,0,12,1,6.68710860786651,4.60517018598809
1,0,6,0,39,1,12,1,6.36647044773144,3.68887945411394
1,0,2,0,53,0,12,0,6.9985096422506,3.40119738166216
2,1,4,0,38,0,12,1,5.6970934865054,4.62497281328427
1,0,3,0,NA,NA,12,0,5.96614673912369,NA
5,0,6,0,NA,NA,12,1,6.59987049921284,4.38202663467388
5,0,4,0,27,0,12,1,6.56526497003536,5.85793315448346
1,1,2,0,67,0,12,1,5.46806014113513,NA
5,0,2,0,41,1,12,1,NA,NA
1,0,4,0,45,0,12,0,5.92958914338989,3.40119738166216
2,0,5,0,28,0,12,1,6.59987049921284,4.78749174278205
2,0,3,0,NA,NA,12,1,5.59842195899838,NA
2,1,4,0,26,0,12,1,5.26269018890489,NA
2,0,7,0,33,0,12,1,6.2803958389602,3.91202300542815
4,0,3,0,21,1,12,0,6.42971947803914,5.66988092298052
3,1,4,1,NA,NA,12,0,7.20489251020467,3.46573590279973
1,1,3,0,20,0,12,1,5.96614673912369,NA
2,0,5,0,26,0,12,0,6.08677472691231,3.68887945411394
3,1,5,0,37,0,12,1,6.23441072571837,3.91202300542815
3,0,3,0,33,0,12,1,4.53259949315326,NA
2,1,5,0,34,0,12,1,5.30330490805908,2.484906649788
1,1,4,0,47,0,12,1,5.21493575760899,4.40671924726425
4,0,3,0,71,1,12,0,6.4118182677099,3.40119738166216
5,0,2,0,44,1,12,0,6.00635315960173,2.19722457733622
2,0,3,0,44,1,12,1,5.74939298590825,2.70805020110221
2,1,2,0,56,0,12,1,6.20859002609663,NA
2,0,5,0,36,1,12,1,6.07534603108868,NA
3,1,5,0,48,0,12,1,5.63478960316925,3.40119738166216
3,0,3,0,38,0,12,1,6.25382881157547,4.0943445622221
2,0,4,0,41,0,12,1,6.39526159811545,NA
2,1,4,0,37,0,12,0,6.02344759296103,3.63758615972639
1,0,5,0,27,0,12,0,6.24416690066374,3.40119738166216
4,0,5,0,NA,NA,12,1,5.55682806169954,2.89037175789616
2,0,2,0,52,0,12,1,6.19440539110467,NA
2,0,4,0,37,1,12,1,6.29710931993394,4.0943445622221
1,0,2,0,41,0,12,1,5.64544689764324,NA
3,0,5,0,51,0,12,0,6.02102334934953,3.91202300542815
2,0,3,0,24,0,12,1,5.63478960316925,4.0943445622221
2,0,3,0,56,0,12,1,5.79301360838414,NA
3,1,3,0,26,0,12,1,5.76832099579377,3.40119738166216
1,1,3,0,34,0,12,1,6.85646198459459,6.10924758276437
4,0,5,0,41,0,12,0,6.68336094576627,NA
1,1,3,1,NA,NA,12,1,5.5683445037611,NA
5,0,4,0,NA,NA,12,1,6.17378610390194,NA
4,0,3,1,NA,NA,12,1,6.41836493593621,3.40119738166216
2,0,2,0,53,0,12,1,5.73657229747919,2.99573227355399
2,1,6,0,36,0,12,1,5.84643877505772,NA
4,1,5,1,37,0,12,1,6.47697236288968,NA
4,1,3,1,31,0,12,1,6.24997524225948,4.60517018598809
3,1,8,0,63,0,12,1,6.67456139181443,6.21460809842219
2,0,1,0,32,0,12,0,6.90775527898214,NA
4,0,13,0,47,0,12,0,6.78105762593618,4.0943445622221
5,0,5,0,60,0,12,1,7.13807303404435,6.11589212548303
2,0,3,1,26,0,12,1,6.74051935960622,3.40119738166216
1,1,4,0,27,0,12,0,5.72031177660741,2.77258872223978
1,1,5,0,NA,NA,12,1,6.0330862217988,NA
1,0,3,0,NA,NA,12,1,5.54907608489522,3.68887945411394
1,0,2,1,38,1,12,0,5.28826703069454,2.77258872223978
4,0,5,0,25,0,12,1,6.38012253689976,NA
5,0,3,0,54,1,12,0,6.35610766069589,3.2188758248682
4,1,5,0,29,0,12,0,6.7696419768525,4.89034912822175
4,0,2,0,53,0,12,0,6.61338421837956,2.484906649788
2,1,3,1,32,0,12,1,6.06610809010375,5.67675380226828
5,0,7,0,42,0,12,1,5.58724865840025,5.66988092298052
5,0,4,0,NA,NA,12,0,6.71780469502369,NA
1,1,4,0,21,0,12,1,5.75257263882563,2.99573227355399
2,1,3,0,30,0,12,1,5.6937321388027,3.17805383034795
1,1,5,0,42,0,12,1,5.87211778947542,NA
3,0,2,0,56,0,12,0,6.41673228251233,3.40119738166216
4,0,6,0,33,0,12,1,6.85646198459459,6.00388706710654
3,1,2,0,31,0,12,0,6.58617165485467,2.99573227355399
2,1,4,1,NA,NA,12,0,5.34710753071747,3.40119738166216
4,0,2,0,25,0,12,1,6.30991827822652,4.0943445622221
5,0,2,0,45,0,12,0,6.36990098282823,3.2188758248682
4,0,4,1,40,0,12,1,6.09356977004514,2.99573227355399
3,0,6,1,24,0,12,1,6.66568371778241,5.19295685089021
4,1,3,0,33,1,12,1,6.27287700654617,NA
3,0,4,0,30,0,12,1,7.41517510961329,3.46573590279973
2,0,3,0,48,0,12,1,5.99146454710798,NA
3,0,6,1,43,0,12,1,6.0137151560428,5.04342511691925
5,0,5,0,36,0,12,1,6.38856140554563,5.35658627467201
2,1,5,0,NA,NA,12,0,5.76832099579377,NA
3,0,1,0,65,1,12,0,5.80814248998044,NA
4,0,3,0,52,0,12,1,6.19031540585315,3.40119738166216
2,1,5,1,38,0,12,1,8.40065937516029,NA
5,0,10,0,56,0,12,0,7.26403014289953,3.58351893845611
3,1,4,1,33,0,12,1,5.97635090929793,NA
2,0,3,0,29,0,12,1,4.9416424226093,4.60517018598809
4,0,3,1,57,0,12,1,6.20859002609663,NA
2,1,4,0,35,1,12,1,6.31896811374643,NA
3,0,2,0,55,0,12,1,5.80211837537706,NA
5,0,5,0,51,1,12,1,6.31896811374643,5.01063529409626
2,0,4,0,NA,NA,12,1,6.60258789218934,2.63905732961526
1,1,8,0,39,0,12,1,5.94017125272043,NA
4,0,3,0,29,1,12,1,6.28785856016178,2.99573227355399
3,0,5,0,33,0,12,1,6.19847871649231,2.99573227355399
2,1,4,0,57,0,12,1,5.11198778835654,3.97029191355212
2,1,6,1,37,0,12,1,5.96614673912369,5.82894561761021
1,0,3,0,44,1,12,1,5.89989735358249,NA
2,1,2,0,53,1,12,1,5.2040066870768,2.77258872223978
5,0,3,0,53,1,12,1,5.01063529409626,3.40119738166216
4,0,5,1,36,1,12,0,5.66988092298052,4.49980967033027
3,1,4,0,38,0,12,1,5.84354441703136,NA
3,1,5,0,44,0,12,1,6.19440539110467,6.32793678372919
3,0,4,0,38,0,12,1,6.34035930372775,3.87120101090789
3,0,4,0,47,0,12,1,6.48157712927643,NA
1,1,6,1,42,0,12,1,6.77764659363512,NA
3,0,3,1,25,0,12,1,6.44571981938558,5.01063529409626
3,0,1,0,53,0,12,0,5.24702407216049,5.01063529409626
5,0,4,0,55,0,12,0,6.56385552653213,4.0943445622221
4,0,1,0,48,0,12,0,6.04025471127741,4.24849524204936
2,1,5,0,35,0,12,1,5.15905529921453,3.46573590279973
2,0,6,0,NA,NA,12,1,6.09582456243222,NA
5,0,6,0,38,0,12,1,6.06378520868761,4.0943445622221
2,1,4,1,NA,NA,12,1,5.32300997913841,2.99573227355399
5,0,5,1,35,0,12,1,6.68461172766793,NA
5,0,4,0,NA,NA,12,1,5.96357934361845,NA
4,1,2,0,NA,NA,12,1,6.24222326545517,NA
5,0,6,0,NA,NA,12,1,7.4265490723973,NA
3,0,4,1,36,0,12,1,6.28785856016178,3.40119738166216
4,1,2,0,51,1,12,1,5.10594547390058,4.17438726989564
4,0,5,0,32,0,12,1,5.80814248998044,NA
5,0,3,0,58,0,12,0,5.92157841964382,NA
4,0,3,1,27,1,12,0,6.1527326947041,NA
1,0,7,0,39,1,12,1,6.42971947803914,NA
1,0,5,1,26,0,12,1,6.2709884318583,4.86753445045558
3,0,5,1,41,1,12,1,5.95064255258773,2.99573227355399
4,0,4,0,34,1,12,1,6.48157712927643,3.91202300542815
2,0,2,0,26,1,12,1,5.16478597392351,1.6094379124341
4,0,11,0,40,0,12,0,6.57368016696065,4.93447393313069
4,0,6,0,50,0,12,1,7.27931883541462,4.0943445622221
1,0,8,0,56,0,12,1,6.04025471127741,NA
4,0,3,0,38,0,12,1,7.09837563859079,3.91202300542815
5,0,5,1,41,0,12,0,6.81014245011514,5.2040066870768
3,0,4,0,41,0,12,1,6.38856140554563,NA
4,0,2,0,38,0,12,1,7.11232744471091,6.65929391968364
3,0,6,0,60,0,12,1,7.17395831975679,NA
3,0,4,0,44,0,12,0,6.5792512120101,4.71849887129509
2,0,1,1,63,0,12,1,5.6021188208797,3.97029191355212
2,1,4,0,34,0,12,1,5.6937321388027,NA
2,1,3,1,66,0,12,1,5.80211837537706,NA
2,0,5,1,34,0,12,1,6.3919171133926,6.26149168432104
3,0,5,1,47,0,12,1,6.04025471127741,4.38202663467388
3,1,2,0,NA,NA,12,1,5.96357934361845,2.30258509299405
2,1,1,0,40,1,12,1,5.10594547390058,2.484906649788
4,0,3,0,31,0,12,0,7.34729970074316,4.49980967033027
2,1,4,1,40,0,12,1,5.8664680569333,NA
5,0,5,0,52,0,12,1,7.13089883029635,3.68887945411394
5,0,3,0,32,0,12,0,6.63068338564237,4.47733681447821
2,1,7,0,33,0,12,1,4.86753445045558,3.40119738166216
5,1,3,0,30,0,12,0,6.69703424766648,4.38202663467388
3,1,3,0,30,0,12,1,5.24702407216049,NA
2,0,3,0,61,0,12,1,6.0137151560428,3.40119738166216
3,1,3,0,40,0,12,0,6.59304453414244,2.99573227355399
3,0,4,0,23,0,12,1,6.12905021006055,5.37063802812766
3,0,6,0,NA,NA,12,1,6.09807428216624,NA
1,0,4,0,32,0,12,1,7.09007683577609,NA
2,1,2,0,NA,NA,12,1,6.52209279817015,2.30258509299405
3,0,4,1,43,0,12,0,6.76849321164863,6.46925031679577
3,0,2,0,49,0,12,1,5.97888576490112,5.52942908751142
2,1,4,0,36,0,12,1,5.90808293816893,NA
3,0,5,0,44,0,12,1,6.19440539110467,NA
1,1,3,0,23,0,12,1,4.49980967033027,NA
2,0,2,1,31,1,12,1,6.27664348934164,NA
4,0,2,1,22,0,12,1,6.08677472691231,NA
3,0,5,0,NA,NA,12,1,6.40025744530882,4.65396035015752
5,0,3,0,60,0,12,0,6.65929391968364,5.19295685089021
3,0,4,0,20,0,12,0,6.56526497003536,3.40119738166216
4,0,3,0,73,0,12,1,6.41345895716736,5.13579843705026
2,1,3,0,26,0,12,1,5.63478960316925,NA
3,1,8,1,36,0,12,1,6.22851100359118,NA
5,0,4,0,35,0,12,1,6.47697236288968,5.48063892334199
5,0,6,0,45,0,12,0,7.69575799055476,NA
3,0,5,0,29,0,12,1,6.19440539110467,3.09104245335832
2,0,7,0,44,0,12,1,6.06842558824411,NA
5,0,5,1,34,0,12,1,5.92692602597041,2.70805020110221
2,1,3,0,47,0,12,1,6.2363695902037,NA
5,0,4,0,43,0,12,1,6.55677835615804,3.80666248977032
4,0,4,0,31,0,12,1,5.91350300563827,4.0943445622221
4,0,5,0,38,0,12,1,6.24222326545517,NA
1,0,4,0,25,0,12,0,6.11368217983223,4.24849524204936
4,0,5,1,42,0,12,0,6.88755257166462,5.63478960316925
4,0,5,0,44,0,12,0,6.5410299991899,5.07517381523383
1,1,4,1,27,0,12,1,5.18738580584075,NA
4,0,11,0,48,0,12,0,6.33150184989369,4.98360662170834
2,0,5,0,29,0,12,1,6.30444880242198,NA
4,0,4,0,34,0,12,1,7.16626597413364,NA
1,0,3,0,23,0,12,1,5.29330482472449,4.70048036579242
4,0,4,0,35,0,12,1,7.09423484592476,4.60517018598809
3,0,3,0,27,0,12,0,6.41345895716736,4.60517018598809
4,1,3,0,24,0,12,0,6.89770494312864,NA
2,0,3,0,59,1,12,1,6.2363695902037,3.87120101090789
5,0,6,1,55,0,12,1,7.04838640872188,5.19295685089021
1,0,5,0,NA,NA,12,1,6.3491389913798,NA
3,0,5,0,35,1,12,1,6.18414889093748,4.0943445622221
2,0,7,0,43,0,12,0,6.81673588059497,5.48063892334199
1,0,4,0,41,0,12,1,5.8636311755981,NA
2,1,3,0,28,0,12,0,5.89164421182577,3.68887945411394
4,1,6,1,31,0,12,1,6.11589212548303,NA
1,1,4,1,22,0,12,1,6.13339804299665,3.68887945411394
3,0,3,0,49,1,12,1,5.63121178182137,NA
4,0,4,0,40,0,12,1,6.4425401664682,4.70048036579242
4,0,2,0,38,1,12,1,5.82008293035236,2.63905732961526
2,0,1,0,54,1,12,1,5.95324333428778,4.49980967033027
3,1,3,0,42,1,12,1,6.64639051484773,4.49980967033027
1,1,3,0,30,0,12,1,5.50533153593236,2.99573227355399
5,0,5,0,NA,NA,12,1,6.93634273583405,4.00733318523247
5,0,3,0,43,0,12,1,6.19440539110467,NA
2,0,5,0,NA,NA,12,0,6.46925031679577,2.99573227355399
1,1,3,0,25,0,12,1,6.08677472691231,NA
1,1,5,0,35,0,12,1,5.75257263882563,NA
4,0,5,0,33,0,12,1,6.38012253689976,5.01063529409626
3,0,4,0,41,0,12,1,6.04025471127741,4.02535169073515
2,1,4,0,35,0,12,1,6.46146817635372,NA
1,1,2,0,24,0,12,0,6.25382881157547,3.13549421592915
3,1,7,0,NA,NA,12,0,5.84932477994686,3.91202300542815
3,0,3,0,47,1,12,1,6.09356977004514,4.74493212836325
3,1,4,0,52,0,12,0,5.55682806169954,NA
5,0,4,0,38,0,12,1,6.21860011969173,NA
3,1,9,0,52,1,12,1,6.36302810354046,3.91202300542815
5,0,3,0,NA,NA,12,1,6.69579891705849,5.96614673912369
3,1,2,0,27,0,12,0,5.24174701505964,4.06044301054642
4,0,3,0,38,1,12,1,1.79175946922805,3.58351893845611
4,1,6,1,NA,NA,12,1,7.0647590277918,5.29831736654804
1,1,2,1,41,0,12,1,6.41345895716736,NA
5,0,4,0,44,0,12,1,6.9985096422506,7.4265490723973
4,0,5,1,38,0,12,0,6.98471632011827,6.68461172766793
2,1,7,0,NA,NA,12,1,5.62040086571715,4.0943445622221
1,1,5,1,33,0,12,1,5.63478960316925,3.91202300542815
3,0,5,0,30,0,12,1,6.60258789218934,4.60517018598809
3,1,5,1,NA,NA,12,0,6.37842618365159,2.99573227355399
2,0,7,0,NA,NA,12,1,6.28785856016178,NA
5,0,5,0,44,0,12,0,7.18916773842032,6.01126717440416
2,0,3,1,21,0,12,1,5.96614673912369,NA
3,0,4,0,42,1,12,1,6.21460809842219,NA
5,0,8,0,NA,NA,12,0,6.44571981938558,3.91202300542815
2,1,1,0,61,0,12,0,5.34710753071747,3.91202300542815
2,1,5,0,33,0,12,1,6.44571981938558,NA
5,0,6,1,37,0,12,0,6.43454651878745,5.34710753071747
3,0,2,1,55,0,12,1,5.96357934361845,NA
4,0,2,0,57,1,12,1,5.96614673912369,2.30258509299405
4,0,5,0,28,0,12,1,6.6052979209482,3.91202300542815
5,0,3,0,48,0,12,1,6.91274282049318,NA
4,0,2,1,55,0,12,1,6.00388706710654,2.56494935746154
2,0,3,1,37,0,12,1,6.32793678372919,NA
1,1,2,0,25,1,12,1,6.51174532964473,NA
4,0,4,0,37,0,12,0,6.48463523563525,3.40119738166216
4,1,4,0,63,0,12,1,5.19295685089021,NA
3,0,6,0,66,1,12,0,6.56244409369372,5.66988092298052
1,1,2,1,25,0,12,1,5.33271879326537,NA
2,1,3,0,33,0,12,1,5.43372200355424,3.80666248977032
1,1,5,1,NA,NA,12,1,5.50533153593236,NA
1,1,3,1,22,0,12,1,6.18826412308259,NA
5,1,4,1,NA,NA,12,0,5.79909265446053,NA
3,1,3,0,50,0,12,1,5.87493073085203,NA
3,1,4,1,43,0,12,1,6.61338421837956,NA
3,0,5,0,42,0,12,1,6.35262939631957,NA
2,1,4,0,30,0,12,1,5.45958551414416,NA
2,0,4,0,48,0,12,1,7.13966033596492,3.91202300542815
3,0,4,1,NA,NA,12,1,6.38856140554563,NA
3,0,4,0,49,0,12,0,5.78382518232974,5.4380793089232
2,1,5,0,37,0,12,1,6.26530121273771,2.70805020110221
3,0,5,1,41,0,12,1,6.88755257166462,NA
2,0,3,0,31,0,12,1,6.14203740558736,NA
1,0,5,0,45,1,12,1,5.96100533962327,3.40119738166216
2,0,5,0,43,1,12,1,5.94017125272043,3.40119738166216
2,0,4,0,NA,NA,12,1,6.69084227741856,2.99573227355399
4,1,3,0,NA,NA,12,1,6.11368217983223,NA
2,0,6,0,48,0,12,1,6.67203294546107,4.49980967033027
2,1,7,0,51,0,12,1,7.26892012819372,NA
4,0,4,0,50,1,12,1,6.96885037834195,4.60517018598809
4,1,5,0,40,1,12,1,6.39692965521615,4.0943445622221
5,1,5,0,NA,NA,12,1,6.82979373751242,3.2188758248682
2,1,5,0,26,0,12,1,5.84354441703136,4.24849524204936
3,0,5,1,33,0,12,1,6.85646198459459,4.60517018598809
1,0,4,0,39,0,12,1,5.95064255258773,NA
2,0,3,0,35,1,12,1,5.96870755998537,2.30258509299405
3,1,5,0,NA,NA,12,1,6.00635315960173,5.01063529409626
2,0,4,0,47,0,12,1,6.68461172766793,4.60517018598809
3,1,2,0,23,0,12,0,6.32435896238131,3.68887945411394
4,0,3,0,39,1,12,1,6.21460809842219,4.24849524204936
1,0,5,0,NA,NA,12,1,5.90536184805457,4.89783979995091
4,0,4,1,NA,NA,12,0,6.80239476332431,5.29831736654804
2,0,5,0,31,1,12,1,5.17614973257383,NA
2,1,5,0,30,0,12,1,6.47697236288968,3.80666248977032
1,1,4,0,37,0,12,1,5.4971682252932,NA
3,0,5,0,29,1,12,1,6.87626461189077,4.89783979995091
2,1,2,0,56,0,12,1,5.31811999384422,3.40119738166216
1,0,5,0,34,0,12,1,5.84354441703136,NA
2,0,3,0,NA,NA,12,0,5.13579843705026,NA
3,0,4,0,71,0,12,1,6.3456363608286,NA
2,1,5,0,35,0,12,1,6.23441072571837,3.29583686600433
3,0,1,0,38,0,12,1,6.96129604591017,5.13579843705026
1,1,4,1,31,0,12,1,5.4510384535657,3.3322045101752
5,0,3,0,NA,NA,12,1,5.79909265446053,NA
4,0,2,0,NA,NA,12,0,6.61740297797448,4.58496747867057
2,1,6,1,40,0,12,1,6.69084227741856,3.73766961828337
2,0,4,0,NA,NA,12,0,6.31716468674728,NA
3,0,4,0,31,0,12,1,6.57228254269401,2.99573227355399
1,1,6,1,39,0,12,1,4.65396035015752,NA
1,0,5,0,30,0,12,1,6.24804287450843,NA
4,1,2,0,32,0,12,0,6.50727771238501,5.19295685089021
3,0,4,0,35,0,12,1,6.13122648948314,4.49980967033027
4,0,4,0,48,0,12,0,6.04025471127741,5.54126354515843
2,0,4,1,32,1,12,1,5.73657229747919,NA
1,0,7,1,41,1,12,1,7.02019070831193,5.52146091786225
3,1,4,1,27,0,12,0,NA,NA
5,0,3,0,57,0,12,1,6.72623340235875,4.9416424226093
3,0,5,0,39,0,12,0,6.57088296233958,3.09104245335832
3,0,3,0,68,0,12,0,6.13122648948314,NA
1,0,2,0,20,0,12,0,6.59850902861452,3.91202300542815
4,1,4,0,33,0,12,1,4.75359019110636,NA
4,0,4,0,37,0,12,1,6.80682936039218,4.0943445622221
5,0,4,0,35,0,12,0,6.4425401664682,3.40119738166216
5,1,3,0,32,0,12,1,6.91572344863131,6.08677472691231
1,0,4,0,24,0,12,1,6.36302810354046,NA
1,1,5,0,44,0,12,0,6.21860011969173,4.47733681447821
2,0,4,0,47,0,12,0,6.82437367004309,NA
4,0,5,0,32,0,12,1,6.89264164117209,7.17011954344963
2,0,3,1,38,0,12,1,5.47646355193151,2.484906649788
4,0,7,0,43,1,12,1,6.26720054854136,3.91202300542815
2,1,2,0,60,0,12,1,6.38350663488401,3.91202300542815
3,0,4,0,46,0,12,1,6.38350663488401,4.0943445622221
5,0,3,0,28,1,12,0,6.65027904858742,3.40119738166216
4,0,4,0,NA,NA,12,0,6.61069604471776,NA
4,0,6,0,59,0,12,0,7.3132203870903,NA
4,0,1,0,NA,NA,12,0,5.72031177660741,2.39789527279837
3,0,5,1,46,0,12,1,5.24702407216049,NA
4,0,1,0,47,1,12,1,NA,NA
3,0,2,0,NA,NA,12,1,6.51174532964473,4.60517018598809
3,1,5,0,43,0,12,1,6.22257626807137,5.19295685089021
2,0,5,0,47,0,12,1,6.07534603108868,NA
2,0,5,1,27,0,12,1,6.48920493132532,NA
2,1,5,0,30,0,12,1,5.89715386763674,NA
3,0,5,0,51,0,12,0,6.39024066706535,4.60517018598809
3,0,3,0,20,0,12,0,7.30653139893951,4.40671924726425
3,0,4,1,36,0,12,1,6.41345895716736,5.56068163101553
4,0,5,0,46,0,12,1,6.65027904858742,6.50727771238501
3,0,4,0,56,0,12,1,7.0343879299155,5.91350300563827
5,0,5,0,31,0,12,1,6.60394382460047,2.99573227355399
4,0,2,0,32,0,12,0,6.16120732169508,NA
3,0,5,0,31,0,12,1,5.82008293035236,3.46573590279973
1,1,5,1,36,0,12,1,6.89770494312864,NA
3,0,4,0,31,0,12,1,6.20859002609663,5.29831736654804
5,0,5,1,49,1,12,1,7.19593722647557,3.68887945411394
3,0,4,0,34,0,12,1,6.47697236288968,5.10594547390058
1,0,5,1,21,0,12,0,6.48920493132532,3.40119738166216
1,1,4,0,23,0,12,1,4.96284463025991,NA
1,1,5,0,34,0,12,1,6.05443934626937,NA
2,0,1,0,54,0,12,0,2.89037175789616,NA
2,0,4,0,29,0,12,1,6.64639051484773,NA
2,1,3,1,31,0,12,1,5.88332238848828,NA
2,1,5,0,37,0,12,0,5.92425579741453,NA
4,0,4,0,38,0,12,1,5.85507192220243,3.68887945411394
1,1,4,0,25,1,12,0,6.14203740558736,NA
2,1,5,1,NA,NA,12,1,5.65248918026865,NA
4,0,4,1,34,0,12,0,6.37672694789863,5.7037824746562
2,0,4,0,38,0,12,1,6.61204103483309,4.99721227376411
2,1,5,0,41,0,12,1,6.21460809842219,NA
2,0,2,0,41,0,12,0,5.65248918026865,NA
5,1,3,0,81,0,12,0,6.5875500148248,NA
1,0,7,0,NA,NA,12,0,5.85793315448346,NA
5,0,6,0,37,1,12,1,6.12029741895095,NA
1,1,6,0,42,0,12,1,5.44241771052179,NA
2,0,4,0,22,0,12,1,6.16120732169508,3.91202300542815
4,0,3,0,46,0,12,1,6.86171134048073,5.76832099579377
2,0,4,0,33,1,12,1,6.4393503711001,NA
4,0,2,0,54,1,12,0,5.50533153593236,NA
1,0,4,0,44,0,12,1,6.97166860472579,4.70048036579242
1,1,4,0,NA,NA,12,1,6.44571981938558,4.60517018598809
2,1,3,0,24,0,12,1,5.52146091786225,2.83321334405622
2,0,4,0,38,0,12,1,6.52209279817015,3.52636052461616
4,1,4,0,35,0,12,1,6.42324696353352,3.25809653802148
4,1,4,0,NA,NA,12,0,5.15905529921453,NA
4,0,3,0,43,1,12,1,6.71417052990947,4.04305126783455
5,0,5,0,37,0,12,1,6.63200177739563,2.70805020110221
1,0,2,0,54,0,12,1,5.04985600724954,NA
5,0,3,0,NA,NA,12,0,6.5792512120101,5.88610403145016
3,1,3,0,46,1,12,1,6.10924758276437,NA
2,0,3,0,42,1,12,1,5.18178355029209,4.12713438504509
4,1,2,0,NA,NA,12,1,6.34035930372775,3.68887945411394
5,0,4,0,35,0,12,1,6.16751649088834,5.34233425196481
2,0,3,0,NA,NA,12,1,6.34035930372775,3.87120101090789
4,0,2,1,42,1,12,0,6.80239476332431,NA
3,1,4,0,41,0,12,1,6.76849321164863,NA
2,0,5,1,NA,NA,12,1,6.85856503479136,4.35670882668959
1,1,3,0,33,0,12,0,5.56068163101553,NA
3,0,3,0,22,0,12,1,6.97073007814353,6.10924758276437
4,0,7,0,38,0,12,1,7.56475701290573,3.73766961828337
1,1,1,1,53,0,12,1,5.48063892334199,4.49980967033027
3,0,4,1,56,1,12,1,6.36647044773144,2.70805020110221
2,0,7,1,47,0,12,0,6.36302810354046,6.23832462503951
4,1,4,0,48,0,12,1,6.52649485957079,3.91202300542815
3,0,3,0,33,0,12,1,4.51085950651685,2.99573227355399
5,0,5,0,56,0,12,1,6.73221070646721,NA
5,0,5,0,30,0,12,1,7.01571242048723,5.01063529409626
1,1,5,0,31,0,12,0,5.47646355193151,NA
5,0,7,0,46,0,12,0,6.59304453414244,2.99573227355399
2,1,4,0,37,0,12,1,5.30330490805908,NA
2,1,3,0,24,0,12,1,5.66988092298052,5.39362754635236
5,0,4,0,57,0,12,1,6.57088296233958,NA
1,0,4,1,NA,NA,12,1,6.32793678372919,3.91202300542815
5,0,5,0,53,0,12,1,6.50128967054039,4.0943445622221
3,0,6,1,40,0,12,1,5.13579843705026,NA
3,0,6,0,36,0,12,1,6.78784498230958,NA
5,1,4,0,36,0,12,0,6.77764659363512,4.49980967033027
3,0,3,0,30,0,12,1,6.17378610390194,4.78749174278205
2,0,3,1,32,1,12,1,6.69703424766648,NA
5,0,5,1,49,0,12,1,6.96979066990159,5.01063529409626
3,1,4,0,36,0,12,1,6.77992190747225,NA
3,0,4,0,51,0,12,1,6.96602418710611,NA
2,1,4,0,29,0,12,1,5.06890420222023,4.70048036579242
